IsBadBuy,VehicleAge,PriceDifferential, UsageIntensity ,IsManual
0.00,7.00,-177.00," 9,431.14 ",0.00
0.00,4.00,-108.00," 18,746.50 ",0.00
0.00,4.00,-122.00," 15,319.25 ",0.00
0.00,5.00,504.00," 13,637.80 ",0.00
0.00,3.00,1047.00," 22,175.67 ",0.00
1.00,3.00,0.00," 24,530.00 ",0.00
0.00,5.00,0.00," 16,173.20 ",0.00
0.00,4.00,-969.00," 23,393.50 ",0.00
0.00,4.00,0.00," 19,217.75 ",0.00
0.00,4.00,176.00," 16,099.75 ",0.00
0.00,4.00,-93.00," 18,860.25 ",0.00
0.00,3.00,450.00," 19,464.33 ",0.00
0.00,3.00,0.00," 24,579.33 ",0.00
0.00,6.00,-21.00," 13,613.50 ",0.00
0.00,3.00,0.00," 24,151.00 ",0.00
1.00,6.00,-604.00," 13,072.50 ",0.00
0.00,6.00,-203.00," 15,559.00 ",0.00
0.00,6.00,896.00," 13,970.33 ",0.00
0.00,1.00,0.00," 28,184.00 ",0.00
0.00,5.00,1702.00," 18,387.60 ",0.00
0.00,3.00,-25.00," 24,808.00 ",0.00
0.00,4.00,-327.00," 15,603.75 ",0.00
0.00,3.00,0.00," 23,995.00 ",0.00
0.00,5.00,313.00," 13,506.00 ",0.00
0.00,5.00,-247.00," 18,710.80 ",0.00
0.00,3.00,848.00," 24,950.33 ",0.00
0.00,4.00,-55.00," 19,824.00 ",0.00
1.00,4.00,-268.00," 18,165.00 ",0.00
0.00,7.00,58.00," 11,452.00 ",0.00
0.00,5.00,-664.00," 18,424.80 ",0.00
0.00,4.00,-322.00," 16,698.50 ",0.00
0.00,5.00,-221.00," 17,651.20 ",0.00
0.00,6.00,130.00," 11,798.67 ",0.00
0.00,3.00,0.00," 18,023.67 ",0.00
0.00,4.00,1236.00," 19,738.25 ",0.00
0.00,4.00,-769.00," 15,885.50 ",1.00
0.00,6.00,-35.00," 11,457.50 ",0.00
0.00,3.00,304.00," 28,627.67 ",0.00
0.00,4.00,-659.00," 18,338.25 ",0.00
0.00,4.00,-155.00," 20,597.25 ",0.00
0.00,3.00,-184.00," 26,502.33 ",0.00
0.00,6.00,46.00," 10,993.17 ",0.00
1.00,2.00,0.00," 38,107.50 ",0.00
1.00,5.00,0.00," 17,646.20 ",0.00
0.00,7.00,0.00," 11,365.86 ",0.00
0.00,5.00,2449.00," 17,496.40 ",0.00
0.00,3.00,0.00," 24,501.00 ",0.00
0.00,4.00,-391.00," 14,749.00 ",1.00
0.00,3.00,0.00," 20,055.00 ",0.00
0.00,3.00,88.00," 29,352.67 ",0.00
0.00,4.00,8.00," 16,217.50 ",0.00
0.00,1.00,0.00," 50,860.00 ",0.00
0.00,3.00,-326.00," 29,314.00 ",0.00
0.00,3.00,-45.00," 22,940.67 ",0.00
0.00,4.00,54.00," 19,456.50 ",0.00
1.00,6.00,-277.00," 14,550.50 ",0.00
0.00,4.00,54.00," 18,643.50 ",0.00
0.00,7.00,0.00," 10,588.86 ",0.00
0.00,2.00,197.00," 31,584.00 ",0.00
0.00,5.00,20.00," 12,000.60 ",0.00
0.00,2.00,-558.00," 37,463.50 ",0.00
0.00,3.00,54.00," 21,946.00 ",0.00
0.00,5.00,-1074.00," 14,954.00 ",0.00
1.00,6.00,-82.00," 14,134.67 ",0.00
0.00,4.00,-58.00," 17,485.50 ",0.00
0.00,4.00,-106.00," 12,767.50 ",0.00
0.00,5.00,54.00," 15,840.00 ",0.00
0.00,4.00,-349.00," 11,159.25 ",0.00
0.00,7.00,114.00," 11,468.43 ",0.00
0.00,5.00,270.00," 17,925.00 ",0.00
0.00,2.00,-1095.00," 26,705.00 ",0.00
0.00,3.00,-415.00," 26,930.33 ",0.00
0.00,4.00,208.00," 20,065.75 ",0.00
0.00,4.00,-93.00," 14,623.75 ",0.00
0.00,4.00,566.00," 22,483.25 ",0.00
0.00,5.00,0.00," 16,508.80 ",0.00
0.00,3.00,-232.00," 26,092.67 ",0.00
0.00,3.00,-75.00," 15,745.00 ",0.00
0.00,3.00,-359.00," 19,566.33 ",0.00
0.00,7.00,774.00," 13,001.86 ",0.00
0.00,5.00,-229.00," 12,779.60 ",0.00
0.00,5.00,79.00," 15,012.80 ",0.00
0.00,6.00,1664.00," 14,926.67 ",0.00
0.00,4.00,-937.00," 19,748.00 ",0.00
1.00,5.00,0.00," 14,799.00 ",0.00
0.00,4.00,463.00," 18,387.50 ",1.00
0.00,4.00,-309.00," 16,842.00 ",0.00
0.00,3.00,525.00," 26,111.00 ",0.00
0.00,4.00,82.00," 16,528.50 ",0.00
0.00,4.00,0.00," 16,624.25 ",0.00
0.00,4.00,-778.00," 16,080.50 ",0.00
0.00,5.00,918.00," 17,045.60 ",0.00
0.00,3.00,948.00," 23,135.67 ",0.00
1.00,4.00,496.00," 18,308.00 ",0.00
0.00,2.00,-261.00," 33,790.50 ",0.00
0.00,6.00,33.00," 14,996.17 ",0.00
0.00,5.00,-37.00," 13,064.60 ",0.00
0.00,3.00,332.00," 18,276.33 ",0.00
0.00,5.00,-14.00," 11,655.80 ",0.00
0.00,5.00,325.00," 15,498.80 ",0.00
0.00,5.00,250.00," 16,348.00 ",0.00
0.00,3.00,-151.00," 22,774.67 ",0.00
0.00,2.00,1003.00," 28,148.50 ",0.00
1.00,5.00,-209.00," 14,840.60 ",0.00
0.00,7.00,25.00," 11,433.86 ",0.00
0.00,6.00,228.00," 13,539.83 ",0.00
1.00,3.00,0.00," 26,286.33 ",0.00
0.00,5.00,1170.00," 16,023.40 ",0.00
0.00,3.00,-4.00," 18,059.67 ",0.00
1.00,5.00,0.00," 14,808.00 ",0.00
1.00,3.00,0.00," 20,049.33 ",0.00
0.00,2.00,160.00," 32,545.00 ",0.00
1.00,4.00,0.00," 13,562.50 ",0.00
0.00,4.00,86.00," 14,008.00 ",0.00
0.00,5.00,113.00," 15,539.00 ",0.00
1.00,3.00,6.00," 23,924.67 ",0.00
0.00,3.00,-113.00," 23,870.00 ",0.00
1.00,5.00,-50.00," 15,458.20 ",0.00
0.00,4.00,533.00," 13,277.50 ",0.00
1.00,3.00,-455.00," 27,895.67 ",0.00
0.00,6.00,6.00," 10,374.67 ",0.00
0.00,4.00,-108.00," 15,253.75 ",1.00
0.00,2.00,-308.00," 34,327.50 ",0.00
0.00,6.00,-998.00," 8,935.83 ",0.00
0.00,3.00,1355.00," 20,709.33 ",0.00
0.00,6.00,-494.00," 12,635.17 ",0.00
0.00,5.00,935.00," 16,960.00 ",0.00
0.00,5.00,38.00," 13,737.20 ",0.00
1.00,6.00,-40.00," 12,046.67 ",0.00
0.00,4.00,-169.00," 12,078.50 ",0.00
0.00,4.00,-50.00," 18,987.75 ",0.00
0.00,4.00,-34.00," 17,616.50 ",0.00
1.00,5.00,-235.00," 14,577.00 ",0.00
0.00,3.00,-113.00," 18,728.00 ",0.00
0.00,5.00,798.00," 16,643.80 ",0.00
0.00,7.00,-1258.00," 9,784.29 ",0.00
0.00,4.00,315.00," 17,470.75 ",0.00
1.00,4.00,-187.00," 13,158.00 ",0.00
1.00,2.00,-97.00," 30,308.50 ",0.00
0.00,6.00,-295.00," 11,950.00 ",0.00
0.00,6.00,67.00," 13,074.67 ",0.00
1.00,2.00,3324.00," 12,062.50 ",0.00
0.00,5.00,-773.00," 16,366.00 ",0.00
0.00,3.00,-283.00," 23,634.33 ",0.00
0.00,2.00,-84.00," 30,527.00 ",0.00
0.00,7.00,326.00," 12,007.71 ",0.00
0.00,3.00,73.00," 27,794.33 ",0.00
1.00,6.00,77.00," 12,724.83 ",0.00
1.00,6.00,-42.00," 15,024.33 ",0.00
0.00,4.00,706.00," 16,055.50 ",0.00
0.00,2.00,1047.00," 37,714.50 ",0.00
0.00,4.00,3573.00," 23,556.25 ",0.00
0.00,2.00,1243.00," 38,392.00 ",0.00
1.00,4.00,10.00," 20,146.00 ",0.00
0.00,3.00,348.00," 20,210.67 ",0.00
1.00,2.00,-176.00," 32,624.00 ",0.00
0.00,4.00,-191.00," 17,965.00 ",0.00
0.00,5.00,-101.00," 14,062.80 ",0.00
0.00,4.00,1088.00," 14,385.50 ",0.00
0.00,5.00,-712.00," 17,992.40 ",0.00
1.00,3.00,52.00," 23,558.33 ",0.00
0.00,5.00,432.00," 16,495.60 ",0.00
0.00,3.00,73.00," 24,177.00 ",0.00
1.00,3.00,131.00," 13,790.33 ",0.00
0.00,8.00,-793.00," 10,009.88 ",0.00
0.00,2.00,310.00," 31,419.00 ",0.00
0.00,5.00,-126.00," 14,907.60 ",0.00
1.00,3.00,-134.00," 23,532.00 ",0.00
0.00,3.00,-80.00," 23,325.33 ",0.00
0.00,5.00,-1620.00," 15,817.60 ",0.00
0.00,4.00,-106.00," 21,146.25 ",0.00
0.00,2.00,343.00," 30,798.00 ",0.00
0.00,5.00,-1991.00," 15,624.80 ",0.00
0.00,3.00,-69.00," 28,019.00 ",0.00
0.00,7.00,665.00," 11,280.00 ",0.00
0.00,4.00,1346.00," 15,950.25 ",0.00
0.00,4.00,0.00," 18,548.50 ",0.00
0.00,4.00,-211.00," 21,151.00 ",0.00
0.00,5.00,409.00," 12,267.80 ",0.00
0.00,5.00,1287.00," 18,210.20 ",0.00
0.00,3.00,-268.00," 22,806.33 ",0.00
0.00,5.00,976.00," 18,098.80 ",0.00
0.00,6.00,-496.00," 13,855.67 ",0.00
0.00,2.00,771.00," 28,096.00 ",0.00
0.00,2.00,-190.00," 27,271.50 ",0.00
0.00,5.00,453.00," 11,844.40 ",0.00
1.00,3.00,-358.00," 28,129.00 ",0.00
0.00,5.00,646.00," 16,819.80 ",0.00
0.00,3.00,533.00," 26,167.33 ",0.00
0.00,4.00,-962.00," 18,669.25 ",1.00
0.00,6.00,-291.00," 13,010.67 ",0.00
0.00,3.00,-370.00," 23,140.33 ",0.00
0.00,4.00,844.00," 14,782.25 ",0.00
0.00,3.00,141.00," 21,576.00 ",0.00
0.00,2.00,-353.00," 30,269.50 ",0.00
0.00,3.00,576.00," 21,759.67 ",0.00
0.00,3.00,229.00," 29,073.67 ",0.00
0.00,5.00,574.00," 15,019.00 ",0.00
1.00,1.00,870.00," 75,636.00 ",0.00
0.00,3.00,847.00," 19,675.33 ",0.00
1.00,4.00,801.00," 19,729.25 ",0.00
0.00,5.00,1222.00," 11,645.80 ",0.00
1.00,7.00,136.00," 8,923.14 ",0.00
0.00,4.00,539.00," 18,599.50 ",0.00
0.00,2.00,368.00," 35,337.50 ",0.00
0.00,2.00,1011.00," 32,536.00 ",0.00
0.00,5.00,-150.00," 13,078.00 ",0.00
1.00,2.00,0.00," 30,526.00 ",0.00
0.00,5.00,-696.00," 13,597.60 ",0.00
0.00,4.00,758.00," 16,313.50 ",0.00
0.00,2.00,353.00," 30,984.00 ",0.00
0.00,3.00,-270.00," 19,407.33 ",0.00
0.00,3.00,258.00," 13,361.00 ",0.00
0.00,3.00,195.00," 11,793.67 ",0.00
0.00,3.00,607.00," 17,936.67 ",0.00
1.00,3.00,0.00," 21,969.00 ",0.00
1.00,4.00,724.00," 17,177.75 ",0.00
0.00,3.00,-248.00," 23,730.00 ",0.00
0.00,5.00,-1078.00," 15,696.00 ",0.00
0.00,2.00,0.00," 44,278.00 ",0.00
0.00,3.00,785.00," 25,647.00 ",0.00
0.00,3.00,-65.00," 23,668.33 ",0.00
0.00,3.00,425.00," 20,013.67 ",0.00
0.00,4.00,202.00," 20,663.50 ",1.00
0.00,4.00,572.00," 19,896.00 ",0.00
0.00,4.00,1799.00," 21,210.00 ",0.00
0.00,7.00,-214.00," 8,896.71 ",0.00
0.00,2.00,1758.00," 20,196.50 ",0.00
0.00,2.00,-41.00," 30,761.50 ",0.00
0.00,4.00,-376.00," 20,760.75 ",0.00
0.00,3.00,403.00," 15,686.33 ",0.00
0.00,3.00,230.00," 20,855.33 ",0.00
0.00,3.00,285.00," 23,964.33 ",0.00
0.00,2.00,103.00," 19,336.00 ",0.00
0.00,4.00,-81.00," 20,240.50 ",0.00
0.00,3.00,-17.00," 22,280.33 ",0.00
0.00,3.00,983.00," 13,915.67 ",1.00
0.00,3.00,-274.00," 26,972.67 ",0.00
0.00,6.00,-123.00," 3,888.33 ",0.00
0.00,3.00,244.00," 22,457.33 ",0.00
0.00,3.00,999.00," 25,583.67 ",0.00
0.00,2.00,-1514.00," 22,406.50 ",0.00
1.00,4.00,0.00," 14,519.00 ",0.00
0.00,3.00,808.00," 22,872.67 ",0.00
0.00,2.00,-419.00," 33,814.00 ",0.00
0.00,6.00,415.00," 10,614.83 ",0.00
0.00,5.00,508.00," 17,353.80 ",0.00
0.00,3.00,-153.00," 22,599.00 ",0.00
0.00,4.00,0.00," 14,609.50 ",0.00
0.00,2.00,-1475.00," 30,900.50 ",0.00
0.00,6.00,875.00," 11,716.50 ",0.00
0.00,3.00,459.00," 25,404.33 ",0.00
0.00,3.00,137.00," 20,773.00 ",0.00
1.00,3.00,0.00," 22,297.67 ",0.00
0.00,3.00,77.00," 24,988.00 ",0.00
0.00,4.00,-148.00," 15,095.25 ",0.00
0.00,3.00,-443.00," 19,092.33 ",0.00
0.00,3.00,-818.00," 16,760.67 ",0.00
0.00,2.00,-824.00," 32,521.00 ",0.00
0.00,3.00,-1003.00," 20,908.33 ",0.00
0.00,4.00,-3.00," 15,673.75 ",0.00
1.00,2.00,159.00," 24,557.00 ",0.00
0.00,2.00,-511.00," 26,876.50 ",0.00
0.00,4.00,-92.00," 19,188.00 ",0.00
0.00,3.00,215.00," 26,280.33 ",0.00
1.00,4.00,32.00," 12,389.25 ",0.00
0.00,2.00,-357.00," 38,082.50 ",0.00
1.00,1.00,97.00," 74,592.00 ",0.00
0.00,5.00,-157.00," 14,173.40 ",0.00
0.00,3.00,49.00," 20,727.67 ",0.00
0.00,4.00,-74.00," 17,041.00 ",0.00
1.00,4.00,281.00," 21,270.25 ",0.00
0.00,4.00,-829.00," 15,321.50 ",0.00
0.00,2.00,-626.00," 34,257.50 ",0.00
0.00,3.00,-555.00," 20,110.00 ",0.00
0.00,5.00,-634.00," 15,454.80 ",0.00
0.00,7.00,65.00," 10,416.71 ",0.00
0.00,3.00,50.00," 27,145.67 ",0.00
1.00,3.00,-156.00," 25,309.33 ",0.00
0.00,5.00,430.00," 16,537.80 ",0.00
0.00,2.00,327.00," 41,960.00 ",0.00
0.00,2.00,-454.00," 33,646.50 ",0.00
0.00,6.00,-53.00," 14,071.67 ",0.00
1.00,3.00,1234.00," 20,819.67 ",0.00
0.00,3.00,409.00," 20,509.33 ",0.00
0.00,3.00,-460.00," 28,872.00 ",0.00
0.00,1.00,-377.00," 79,916.00 ",0.00
0.00,4.00,529.00," 22,237.50 ",0.00
1.00,3.00,0.00," 24,644.33 ",0.00
0.00,5.00,1127.00," 16,458.20 ",0.00
0.00,4.00,-502.00," 22,201.25 ",0.00
1.00,4.00,0.00," 22,131.50 ",0.00
0.00,7.00,-1042.00," 7,745.71 ",0.00
0.00,4.00,1332.00," 15,322.50 ",1.00
0.00,4.00,-705.00," 13,158.50 ",0.00
0.00,3.00,-135.00," 20,509.33 ",0.00
1.00,4.00,0.00," 20,510.50 ",0.00
0.00,5.00,-70.00," 12,366.40 ",0.00
0.00,4.00,-307.00," 17,305.75 ",0.00
0.00,3.00,-1889.00," 25,632.67 ",0.00
0.00,2.00,-458.00," 29,796.00 ",0.00
0.00,5.00,220.00," 11,863.60 ",0.00
0.00,2.00,578.00," 32,685.50 ",0.00
0.00,5.00,-1043.00," 15,732.00 ",0.00
1.00,2.00,-152.00," 36,492.00 ",0.00
0.00,1.00,1082.00," 56,606.00 ",0.00
1.00,3.00,49.00," 24,644.33 ",0.00
0.00,3.00,505.00," 28,113.33 ",0.00
0.00,3.00,-623.00," 26,986.67 ",0.00
0.00,3.00,221.00," 24,273.00 ",0.00
0.00,2.00,96.00," 39,459.00 ",0.00
0.00,4.00,-1016.00," 21,737.75 ",0.00
0.00,1.00,160.00," 77,868.00 ",0.00
0.00,5.00,-23.00," 12,923.40 ",0.00
0.00,4.00,469.00," 20,025.00 ",0.00
0.00,4.00,64.00," 19,659.00 ",0.00
0.00,3.00,1284.00," 17,793.33 ",0.00
0.00,4.00,-542.00," 15,504.00 ",0.00
0.00,3.00,-658.00," 20,410.00 ",0.00
1.00,3.00,494.00," 19,623.67 ",1.00
0.00,4.00,480.00," 19,403.50 ",0.00
1.00,5.00,-198.00," 16,236.60 ",0.00
1.00,3.00,306.00," 22,297.67 ",0.00
1.00,3.00,-6.00," 24,077.67 ",0.00
0.00,4.00,299.00," 20,545.75 ",0.00
1.00,7.00,-171.00," 9,914.29 ",0.00
0.00,3.00,-185.00," 27,117.00 ",0.00
1.00,5.00,513.00," 13,708.60 ",0.00
1.00,4.00,-13.00," 19,543.75 ",0.00
0.00,3.00,404.00," 27,539.67 ",0.00
0.00,6.00,387.00," 15,214.67 ",0.00
0.00,5.00,202.00," 17,942.40 ",0.00
0.00,3.00,-613.00," 24,288.67 ",0.00
0.00,5.00,819.00," 12,999.80 ",0.00
0.00,3.00,-655.00," 26,496.00 ",0.00
1.00,2.00,-421.00," 36,892.00 ",0.00
0.00,6.00,-77.00," 8,295.00 ",0.00
0.00,3.00,-1070.00," 26,366.00 ",0.00
0.00,3.00,-417.00," 24,102.67 ",0.00
0.00,4.00,-108.00," 15,359.75 ",0.00
0.00,3.00,-349.00," 28,725.00 ",0.00
0.00,2.00,220.00," 22,691.00 ",0.00
0.00,3.00,-129.00," 14,851.67 ",0.00
0.00,3.00,-221.00," 16,955.67 ",0.00
0.00,6.00,37.00," 11,015.00 ",0.00
0.00,4.00,-920.00," 19,585.25 ",0.00
0.00,3.00,-764.00," 26,045.33 ",0.00
0.00,2.00,-280.00," 25,432.50 ",0.00
1.00,5.00,-254.00," 16,406.60 ",0.00
0.00,3.00,-133.00," 16,953.33 ",0.00
0.00,2.00,-279.00," 25,766.00 ",0.00
0.00,3.00,-731.00," 18,436.67 ",0.00
0.00,5.00,-712.00," 14,190.60 ",0.00
0.00,4.00,-1011.00," 9,115.75 ",0.00
0.00,2.00,-1149.00," 40,005.50 ",0.00
0.00,4.00,-814.00," 13,567.50 ",0.00
0.00,4.00,-957.00," 13,638.00 ",0.00
0.00,3.00,-409.00," 16,936.00 ",0.00
0.00,4.00,-359.00," 19,358.00 ",0.00
0.00,2.00,354.00," 39,995.50 ",0.00
0.00,3.00,-228.00," 24,676.33 ",0.00
0.00,3.00,-1037.00," 27,111.00 ",0.00
0.00,5.00,-243.00," 16,941.00 ",0.00
1.00,3.00,64.00," 20,071.00 ",0.00
0.00,2.00,482.00," 31,510.00 ",0.00
0.00,4.00,-376.00," 17,677.50 ",0.00
0.00,5.00,-1261.00," 15,514.00 ",0.00
0.00,4.00,-1045.00," 11,188.00 ",0.00
1.00,3.00,447.00," 25,859.00 ",0.00
0.00,4.00,-196.00," 20,006.25 ",0.00
1.00,3.00,-953.00," 17,419.00 ",0.00
0.00,2.00,557.00," 38,945.00 ",0.00
0.00,3.00,97.00," 24,598.00 ",0.00
0.00,3.00,-784.00," 12,129.33 ",0.00
0.00,3.00,-47.00," 24,602.33 ",0.00
1.00,2.00,0.00," 26,215.50 ",0.00
1.00,3.00,0.00," 20,828.67 ",0.00
0.00,2.00,-433.00," 26,608.00 ",0.00
0.00,2.00,-156.00," 32,178.50 ",0.00
0.00,2.00,-1371.00," 26,451.00 ",0.00
0.00,2.00,-1551.00," 42,533.00 ",0.00
0.00,3.00,-1134.00," 21,459.00 ",0.00
1.00,5.00,-62.00," 15,866.20 ",0.00
0.00,4.00,-121.00," 15,063.00 ",0.00
0.00,1.00,-478.00," 77,498.00 ",0.00
0.00,3.00,-620.00," 21,485.00 ",0.00
1.00,3.00,-363.00," 27,485.67 ",0.00
0.00,5.00,-376.00," 13,933.60 ",0.00
0.00,5.00,206.00," 18,723.00 ",0.00
0.00,3.00,-1117.00," 23,360.00 ",0.00
0.00,3.00,5.00," 17,765.67 ",0.00
0.00,1.00,-663.00," 50,516.00 ",0.00
0.00,1.00,-316.00," 44,463.00 ",0.00
1.00,7.00,-120.00," 9,101.29 ",0.00
0.00,4.00,0.00," 21,730.50 ",0.00
0.00,1.00,-85.00," 51,420.00 ",0.00
0.00,1.00,-1009.00," 48,978.00 ",0.00
0.00,1.00,-75.00," 49,407.00 ",0.00
0.00,1.00,-316.00," 48,931.00 ",0.00
1.00,1.00,-2804.00," 19,610.00 ",0.00
0.00,4.00,-535.00," 14,647.25 ",0.00
0.00,2.00,-298.00," 32,088.50 ",0.00
0.00,2.00,-657.00," 34,240.00 ",0.00
0.00,3.00,-295.00," 15,523.33 ",0.00
0.00,2.00,-1006.00," 21,338.50 ",0.00
0.00,3.00,676.00," 15,945.33 ",0.00
0.00,5.00,-381.00," 16,505.20 ",0.00
0.00,6.00,-431.00," 9,584.67 ",0.00
0.00,1.00,-632.00," 49,454.00 ",0.00
0.00,5.00,-447.00," 15,203.20 ",0.00
0.00,1.00,-377.00," 46,876.00 ",0.00
0.00,2.00,-1543.00," 27,642.50 ",0.00
1.00,6.00,0.00," 7,567.33 ",0.00
0.00,5.00,-973.00," 15,536.60 ",0.00
1.00,2.00,-319.00," 28,044.00 ",0.00
0.00,2.00,-682.00," 26,019.00 ",0.00
0.00,3.00,33.00," 22,601.00 ",0.00
0.00,5.00,-1017.00," 15,788.60 ",0.00
0.00,4.00,226.00," 21,134.00 ",0.00
0.00,2.00,-706.00," 24,747.50 ",0.00
0.00,5.00,-1100.00," 13,077.00 ",0.00
0.00,5.00,-1206.00," 14,523.40 ",0.00
0.00,3.00,-147.00," 16,492.33 ",0.00
1.00,2.00,48.00," 23,110.00 ",0.00
0.00,5.00,-1010.00," 15,658.80 ",0.00
1.00,5.00,0.00," 12,954.40 ",0.00
0.00,2.00,-632.00," 25,196.50 ",0.00
0.00,3.00,-694.00," 25,425.33 ",0.00
0.00,2.00,-377.00," 23,836.50 ",0.00
0.00,2.00,-377.00," 27,022.00 ",0.00
0.00,2.00,-377.00," 24,640.50 ",0.00
0.00,5.00,254.00," 16,353.40 ",0.00
0.00,6.00,-1252.00," 14,915.00 ",0.00
0.00,2.00,-316.00," 24,156.00 ",0.00
0.00,3.00,-160.00," 22,144.00 ",0.00
0.00,3.00,-694.00," 20,709.00 ",0.00
0.00,6.00,-1802.00," 12,275.17 ",0.00
0.00,4.00,260.00," 15,007.00 ",0.00
0.00,2.00,-377.00," 26,280.00 ",0.00
0.00,7.00,-567.00," 9,850.14 ",0.00
0.00,4.00,-1313.00," 19,534.50 ",0.00
0.00,6.00,-220.00," 12,061.67 ",0.00
0.00,3.00,50.00," 26,384.67 ",0.00
0.00,3.00,-782.00," 27,500.67 ",0.00
0.00,4.00,-605.00," 19,595.25 ",0.00
0.00,5.00,-1164.00," 13,610.40 ",0.00
0.00,4.00,-776.00," 17,468.50 ",0.00
0.00,3.00,-52.00," 17,396.67 ",0.00
0.00,3.00,51.00," 21,910.00 ",0.00
0.00,2.00,-632.00," 24,136.50 ",0.00
1.00,6.00,9.00," 13,548.00 ",0.00
0.00,5.00,-697.00," 11,466.60 ",0.00
1.00,4.00,87.00," 17,657.00 ",0.00
0.00,3.00,-1061.00," 27,498.33 ",0.00
0.00,6.00,-1055.00," 14,384.17 ",0.00
0.00,4.00,683.00," 17,693.00 ",0.00
0.00,5.00,-398.00," 16,193.00 ",0.00
0.00,4.00,-378.00," 17,797.75 ",0.00
0.00,4.00,237.00," 17,911.75 ",0.00
0.00,4.00,-7409.00," 15,199.50 ",0.00
0.00,4.00,310.00," 22,707.25 ",0.00
0.00,5.00,369.00," 14,453.00 ",0.00
0.00,5.00,-2545.00," 17,778.60 ",0.00
0.00,5.00,424.00," 10,220.00 ",1.00
0.00,5.00,-185.00," 17,162.00 ",0.00
0.00,3.00,-1813.00," 21,384.00 ",1.00
0.00,3.00,-83.00," 25,585.00 ",0.00
0.00,3.00,301.00," 23,353.33 ",0.00
0.00,4.00,261.00," 15,695.25 ",0.00
1.00,5.00,-41.00," 14,871.80 ",0.00
1.00,8.00,-322.00," 9,672.13 ",0.00
1.00,5.00,-44.00," 13,811.60 ",0.00
0.00,2.00,547.00," 44,737.00 ",0.00
1.00,5.00,-29.00," 13,524.40 ",0.00
0.00,4.00,-332.00," 19,936.00 ",0.00
0.00,5.00,1121.00," 14,145.20 ",0.00
0.00,3.00,122.00," 25,667.33 ",0.00
0.00,4.00,-1236.00," 22,887.25 ",0.00
0.00,6.00,26.00," 14,047.17 ",0.00
0.00,7.00,397.00," 12,457.43 ",0.00
0.00,5.00,104.00," 13,414.00 ",0.00
0.00,4.00,479.00," 19,706.75 ",0.00
0.00,3.00,247.00," 25,977.00 ",0.00
0.00,3.00,765.00," 19,304.67 ",0.00
0.00,4.00,353.00," 16,173.50 ",0.00
0.00,2.00,-80.00," 30,134.00 ",0.00
0.00,4.00,483.00," 20,062.00 ",0.00
0.00,4.00,493.00," 18,856.50 ",0.00
0.00,3.00,352.00," 26,554.00 ",0.00
0.00,6.00,-28.00," 11,550.00 ",1.00
0.00,5.00,341.00," 13,822.80 ",0.00
0.00,4.00,697.00," 18,400.00 ",0.00
0.00,4.00,412.00," 20,820.50 ",0.00
0.00,3.00,872.00," 26,686.33 ",0.00
0.00,8.00,40.00," 9,832.00 ",0.00
0.00,2.00,874.00," 34,642.50 ",0.00
0.00,4.00,493.00," 17,010.75 ",0.00
0.00,5.00,544.00," 14,265.60 ",0.00
0.00,5.00,488.00," 14,989.80 ",0.00
0.00,4.00,354.00," 20,819.25 ",0.00
0.00,4.00,743.00," 21,228.25 ",0.00
0.00,6.00,719.00," 13,962.17 ",0.00
0.00,4.00,509.00," 17,172.00 ",0.00
0.00,3.00,355.00," 23,752.67 ",0.00
0.00,3.00,525.00," 28,938.67 ",0.00
0.00,6.00,594.00," 14,301.33 ",0.00
0.00,2.00,446.00," 30,569.50 ",1.00
0.00,2.00,390.00," 42,753.00 ",0.00
0.00,4.00,1023.00," 17,152.50 ",1.00
0.00,4.00,431.00," 15,911.50 ",0.00
0.00,6.00,738.00," 8,893.83 ",0.00
0.00,6.00,411.00," 11,023.67 ",0.00
0.00,5.00,-410.00," 10,025.00 ",0.00
0.00,6.00,378.00," 14,429.67 ",0.00
0.00,5.00,635.00," 16,124.00 ",0.00
0.00,3.00,519.00," 18,405.33 ",0.00
0.00,6.00,-634.00," 14,552.17 ",0.00
0.00,5.00,352.00," 13,096.80 ",0.00
0.00,6.00,665.00," 7,343.17 ",0.00
0.00,5.00,258.00," 15,878.20 ",0.00
0.00,6.00,732.00," 15,569.50 ",0.00
0.00,3.00,-516.00," 18,485.33 ",0.00
0.00,2.00,677.00," 31,798.50 ",0.00
0.00,3.00,-112.00," 15,499.33 ",0.00
1.00,6.00,497.00," 3,454.67 ",0.00
0.00,5.00,294.00," 14,551.20 ",0.00
0.00,4.00,36.00," 13,287.25 ",1.00
0.00,5.00,-350.00," 18,341.80 ",0.00
0.00,5.00,560.00," 14,434.60 ",0.00
0.00,3.00,27.00," 23,690.33 ",0.00
0.00,2.00,422.00," 31,379.50 ",0.00
0.00,6.00,305.00," 11,711.50 ",0.00
1.00,4.00,70.00," 16,769.50 ",0.00
0.00,7.00,511.00," 10,384.00 ",0.00
1.00,6.00,-111.00," 12,171.50 ",0.00
0.00,4.00,216.00," 21,235.75 ",0.00
0.00,5.00,471.00," 11,016.40 ",0.00
0.00,5.00,128.00," 11,839.20 ",0.00
0.00,2.00,811.00," 41,145.00 ",0.00
1.00,5.00,-116.00," 17,733.00 ",0.00
0.00,5.00,541.00," 14,702.00 ",0.00
0.00,5.00,306.00," 17,544.40 ",0.00
0.00,2.00,712.00," 36,973.50 ",0.00
0.00,6.00,629.00," 9,231.33 ",0.00
0.00,3.00,784.00," 23,813.67 ",0.00
